Taxid;Kingdom;Phylum;Class;Order;Family;Genus;Species;Annotation_type;Accession;Submitting_institution;Submitting_country;Submitting_continent;Submitting_region;South_or_north;Assembly_level;Contig_n50;Log_contig_n50;Display_name;Common_name;NCBI_rank;Our_rank;Assembly_length;Log_length;Submission_date;Sequencing_technology;Tech_coarse;Data_timepoint;Project_title
205083;Eukaryota;Mollusca;Bivalvia;Myida;Dreissenidae;Dreissena;Dreissena rostriformis;;GCA_007657795.1;University of Vienna;Austria;Europe;Europe;global_north;Scaffold;45905;4,66;UV_Dro_v1.1;;SPECIES;species;1241703712;9,09;30.07.19;Illumina HiSeq;short;2021_January;The genome of the invasive quagga mussel Dreissena rostriformis
1049056;Eukaryota;Mollusca;Bivalvia;Myida;Hiatellidae;Panopea;Panopea generosa;;GCA_902825435.1;UNIVERSITY OF WASHINGTON SCHOOL OF AQUATIC AND FISHERY SCIENCES;USA;North America;North America;global_north;Scaffold;14495;4,16;PGEN-v1.0;;SPECIES;species;942353201;8,97;15.04.20;N/A;none;2021_January;Draft genome assembly of the Pacific geoduck, Panopea generosa
220390;Eukaryota;Mollusca;Bivalvia;Mytiloida;Mytilidae;Bathymodiolus;Bathymodiolus platifrons;;GCA_002080005.1;Hong Kong University of Science and Technology;China;Asia;Asia;global_south;Scaffold;12602;4,1;Bpl_v1.0;;SPECIES;species;1658191953;9,22;05.04.17;Illumina HiSeq;short;2021_January;Bathymodiolus platifrons Genome sequencing and assembly
356393;Eukaryota;Mollusca;Bivalvia;Mytiloida;Mytilidae;Limnoperna;Limnoperna fortunei;;GCA_003130415.1;GIGA;Brazil;South America;South America;global_south;Scaffold;32203;4,51;ASM313041v1;;SPECIES;species;1673223206;9,22;16.05.18;"Illumina NextSeq 500; PacBio";long;2021_January;Limnoperna fortunei Genome sequencing and assembly
310899;Eukaryota;Mollusca;Bivalvia;Mytiloida;Mytilidae;Modiolus;Modiolus philippinarum;;GCA_002080025.1;Hong Kong University of Science and Technology;China;Asia;Asia;global_south;Scaffold;18389;4,26;Mph_v1.0;;SPECIES;species;2629556424;9,42;05.04.17;Illumina HiSeq;short;2021_January;Modiolus philippinarum Genome sequencing and assembly
42192;Eukaryota;Mollusca;Bivalvia;Mytiloida;Mytilidae;Mytilus;Mytilus coruscus;GENOME_GFF;GCA_011752425.2;NINGBO UNIVERSITY;China;Asia;Asia;global_south;Scaffold;817337;5,91;MCOR1.1;;SPECIES;species;1903825920;9,28;08.07.20;N/A;none;2021_January;The Whole-Genome Sequencing and Hybrid Assembly of Mytilus coruscus
29158;Eukaryota;Mollusca;Bivalvia;Mytiloida;Mytilidae;Mytilus;Mytilus galloprovincialis;GENOME_GFF;GCA_900618805.1;CNAG;Spain;Europe;Europe;global_north;Scaffold;77157;4,89;MGAL_10;Mediterranean mussel;SPECIES;species;1282208009;9,11;12.10.20;N/A;none;2021_January;Widespread presence/absence gene variation points to an adaptive pan-genome in Mytilus galloprovincialis
73031;Eukaryota;Mollusca;Bivalvia;Mytiloida;Mytilidae;Perna;Perna viridis;;GCA_018327765.1;Atmosphere and Ocean research Institute, The University of Tokyo;Japan;Asia;Asia;global_north;Scaffold;70096;4,85;Pvar_1.0;Asian green mussel;SPECIES;species;731874576;8,86;19.03.21;Illumina HiSeq2500;short;2021_June;Asian green mussel whole genome sequencing
29159;Eukaryota;Mollusca;Bivalvia;Ostreida;Ostreidae;Crassostrea;Crassostrea gigas;other: GCF_902806645.1;GCA_011032805.1;Institute of Oceanology, Chinese Academy of Sciences;China;Asia;Asia;global_south;Chromosome;3119288;6,49;ASM1103280v1;Pacific oyster;SPECIES;species;586856703;8,77;27.02.20;PacBio Sequel;long;2021_January;Pacific oyster (Crassostrea gigas) genome sequencing
298176;Eukaryota;Mollusca;Bivalvia;Ostreida;Ostreidae;Crassostrea;Crassostrea hongkongensis;;GCA_015776775.1;Guangxi Academy of Fisheries Science;China;Asia;Asia;global_south;Chromosome;2576225;6,41;ASM1577677v1;Hong Kong oyster;SPECIES;species;607923123;8,78;07.12.20;PacBio Sequel;long;2021_January;Crassostrea hongkongensis isolate:GH-20181223 Genome sequencing and assembly
6565;Eukaryota;Mollusca;Bivalvia;Ostreida;Ostreidae;Crassostrea;Crassostrea virginica;GENOME_GFF;GCF_002022765.2;McDonnell Genome Institute - Washington University School of Medicine;USA;North America;North America;global_north;Chromosome;1971208;6,29;C_virginica-3.0;eastern oyster;SPECIES;species;684723884;8,84;01.09.17;PacBio_RSII;long;2021_January;Crassostrea virginica Genome sequencing and assembly
2653900;Eukaryota;Mollusca;Bivalvia;Ostreida;Ostreidae;Magallana;Magallana hongkongensis;;GCA_016163765.1;The Chinese University of Hong Kong;China;Asia;Asia;global_south;Scaffold;17202;4,24;CUHK_oyster_2.0;;SPECIES;species;757928205;8,88;21.12.20;Illumina;short;2021_January;Magallana hongkongensis isolate:MH-2019 Genome sequencing and assembly
627230;Eukaryota;Mollusca;Bivalvia;Ostreida;Ostreidae;Ostrea;Ostrea lurida;;GCA_903981925.1;UNIVERSITY OF WASHINGTON SCHOOL OF AQUATIC AND FISHERY SCIENCES;USA;North America;North America;global_north;Scaffold;7815;3,89;v081;;SPECIES;species;1140787867;9,06;21.07.20;N/A;none;2021_January;A draft genome assembly of Ostrea lurida (Olympia oyster) utilizing short (Illumina) and long (PacBio) reads.
157728;Eukaryota;Mollusca;Bivalvia;Ostreida;Ostreidae;Saccostrea;Saccostrea glomerata;;GCA_003671525.1;University of the Sunshine Coast;Australia;Oceania;Oceania;global_north;Scaffold;39540;4,6;Sgl1.0;Sydney rock oyster;SPECIES;species;788100799;8,9;22.10.18;Illumina HiSeq;short;2021_January;Saccostrea glomerata isolate:SGL-2013-L4 Genome sequencing and assembly
158587;Eukaryota;Mollusca;Bivalvia;Pectinida;Pectinidae;Argopecten;Argopecten irradians;;GCA_004382745.1;Qingdao Agricultural University;China;Asia;Asia;global_south;Scaffold;78654;4,9;QAU_Airr_1.1;bay scallop;SUBSPECIES;species;835595382;8,92;26.03.19;Illumina HiSeq;short;2021_January;Genome sequencing of the Bay scallops Argopecten irradians irradians and A. i. concentricus
6573;Eukaryota;Mollusca;Bivalvia;Pectinida;Pectinidae;Mizuhopecten;Mizuhopecten yessoensis;GENOME_GFF;GCF_002113885.1;Novogene;USA;North America;North America;global_north;Scaffold;65014;4,81;ASM211388v2;Yesso scallop;SPECIES;species;987568220;8,99;12.06.17;Illumina HiSeq;short;2021_January;Mizuhopecten yessoensis strain:PY_sf001 Genome sequencing and assembly
6579;Eukaryota;Mollusca;Bivalvia;Pectinida;Pectinidae;Pecten;Pecten maximus;GENOME_GFF;GCF_902652985.1;SC;United Kingdom;Europe;Europe;global_north;Chromosome;1258799;6,1;xPecMax1.1;;SPECIES;species;918306378;8,96;26.11.19;N/A;none;2021_January;Pecten maximus (king scallop) genome assembly, xPecMax1
111169;Eukaryota;Mollusca;Bivalvia;Pterioida;Pinnidae;Pinna;Pinna nobilis;;GCA_016161895.1;Institut oceanographique Paul Ricard;France;Europe;Europe;global_north;Scaffold;5822;3,77;ASM1616189v1;;SPECIES;species;586463971;8,77;21.12.20;Illumina HiSeq;short;2021_January;Pinna nobilis Genome sequencing and assembly
66713;Eukaryota;Mollusca;Bivalvia;Pterioida;Pteriidae;Pinctada;Pinctada imbricata;;GCA_002216045.1;Guangdong Ocean University;China;Asia;Asia;global_south;Chromosome;21518;4,33;PinMar1.0;Akoya pearl oyster;SPECIES;species;990984031;9;20.07.17;Illumina Hiseq2000;short;2021_January;Pinctada imbricata Genome sequencing and assembly
2505931;Eukaryota;Mollusca;Bivalvia;Unionida;Margaritiferidae;Margaritifera;Margaritifera margaritifera;;GCA_015947965.1;Universidade do Porto;Portugal;Europe;Europe;global_north;Scaffold;16891;4,23;ASM1594796v1;freshwater pearlshell mussel;SPECIES;species;2472071740;9,39;07.12.20;Illumina NovaSeq;short;2021_January;Margaritifera margaritifera isolate:BIV4481 Genome sequencing and assembly
52375;Eukaryota;Mollusca;Bivalvia;Unionida;Unionidae;Megalonaias;Megalonaias nervosa;;GCA_016617855.1;UNC Charlotte;USA;North America;North America;global_north;Scaffold;50186;4,7;ASM1661785v1;;SPECIES;species;2365201850;9,37;12.01.21;"Illumina HiSeq; Oxford Nanopore PromethION";long;2021_January;Megalonaias nervosa isolate:JGPickwick2017.3 Genome sequencing and assembly
2493646;Eukaryota;Mollusca;Bivalvia;Unionida;Unionidae;Potamilus;Potamilus streckersoni;;GCA_016746295.1;University of Texas at Austin;USA;North America;North America;global_north;Scaffold;2032685;6,31;UT_Pstr_1.0;;SPECIES;species;1776755686;9,25;21.01.21;"PacBio Sequel; 10X Genomics";long;2021_January;Potamilus streckersoni isolate:CHS0354 Transcriptome or Gene expression
301928;Eukaryota;Mollusca;Bivalvia;Unionida;Unionidae;Venustaconcha;Venustaconcha ellipsiformis;;GCA_003401595.1;Universite de Montreal;Canada;North America;North America;global_north;Scaffold;2813;3,45;ASM340159v1;ellipse;SPECIES;species;1590009045;9,2;16.08.18;"Illumina HiSeq; PacBio";long;2021_January;The draft genome of the freshwater mussel Venustaconcha ellipsiformis (Bivalvia: Unionida).
1380851;Eukaryota;Mollusca;Bivalvia;Venerida;Mactridae;Lutraria;Lutraria rhynchaena;;GCA_008271625.1;Fisheries and Technical, Economic College;Vietnam;Asia;SE Asia;global_south;Contig;2143760;6,33;LuRhyn_1.0;;SPECIES;species;543903147;8,74;04.09.19;"Illumina NovaSeq; Oxford Nanopore MiniION";long;2021_January;Whole genome assembly of the snout otter clam (Lutraria rhynchaena)
120566;Eukaryota;Mollusca;Bivalvia;Venerida;Veneridae;Cyclina;Cyclina sinensis;;GCA_012932295.1;Jiangsu Ocean University;China;Asia;Asia;global_south;Scaffold;2587078;6,41;ASM1293229v1;;SPECIES;species;903119975;8,96;29.04.20;"Illumina HiSeq; PacBio";long;2021_January;Cyclina sinensis isolate:QG-2020 Genome sequencing and assembly
6596;Eukaryota;Mollusca;Bivalvia;Venerida;Veneridae;Mercenaria;Mercenaria mercenaria;;GCA_014805675.1;Institute of Oceanology, Chinese Academy of Sciences;China;Asia;Asia;global_south;Chromosome;1773430;6,25;ASM1480567v1;northern quahog;SPECIES;species;1788352626;9,25;30.09.20;"PacBio Sequel; Illumina HiSeq";long;2021_January;Mercenaria mercenaria isolate:YKG-2019 Genome sequencing and assembly
129788;Eukaryota;Mollusca;Bivalvia;Venerida;Veneridae;Ruditapes;Ruditapes philippinarum;;GCA_009026015.1;Novogene Bioinformatics Institute;USA;North America;North America;global_north;Chromosome;29238;4,47;ASM902601v1;Manila clam;SPECIES;species;1123164463;9,05;15.10.19;Illumina HiSeq;short;2021_January;Ruditapes philippinarum isolate:orange1 Genome sequencing and assembly
2291877;Eukaryota;Mollusca;Bivalvia;Venerida;Vesicomyidae;Archivesica;Archivesica marissinica;;GCA_014843695.1;Hong Kong Baptist University;China;Asia;Asia;global_south;Chromosome;79144;4,9;ASM1484369v1;;SPECIES;species;1544610695;9,19;05.10.20;"PacBio Sequel; Illumina NovaSeq";long;2021_January;Genome sequencing of deep-sea chemosymbiotic clam Archivesica marissinica
34573;Eukaryota;Mollusca;Cephalopoda;Nautilida;Nautilidae;Nautilus;Nautilus pompilius;;GCA_018389105.1;Chinese Academy of Science;China;Asia;Asia;global_south;Contig;1094646;6,04;ASM1838910v1;;SPECIES;species;729019367;8,86;17.05.21;"Illumina; PacBio";long;2021_June;Nautilus pompilius Genome sequencing and assembly
61716;Eukaryota;Mollusca;Cephalopoda;Octopoda;Octopodidae;Hapalochlaena;Hapalochlaena maculosa;;GCA_015501135.1;James Cook University;Australia;Oceania;Oceania;global_north;Scaffold;1130;3,05;ASM1550113v1;;SPECIES;species;4009598772;9,6;16.11.20;Illumina;short;2021_January;Hapalochlaena maculosa Genome sequencing and assembly
37653;Eukaryota;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus bimaculoides;GENOME_GFF;GCF_001194135.1;Vincent J. Coates Genomic Sequencing Laboratory at UC Berkeley;USA;North America;North America;global_north;Scaffold;5532;3,74;Octopus_bimaculoides_v2_0;;SPECIES;species;2338188782;9,37;18.08.15;Illumina HiSeq 2000;short;2021_January;Octopus bimaculoides isolate:UCB-OBI-ISO-001 Genome sequencing and assembly
2607531;Eukaryota;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus sinensis;;GCA_006345805.1;Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences;China;Asia;Asia;global_south;Chromosome;490217;5,69;ASM634580v1;East Asian common octopus;SPECIES;species;2719136158;9,43;17.06.19;"PacBio; Illumina";long;2021_January;Octopus sinensis isolate:Ov201803 Genome sequencing and assembly
6645;Eukaryota;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus vulgaris;;GCA_003957725.1;Stazione Zoologica Anton Dohrn;Italy;Europe;Europe;global_north;Scaffold;3040;3,48;ASM395772v1;common octopus;SPECIES;species;1772957336;9,25;21.12.18;Illumina;short;2021_January;Octopus vulgaris isolate:Ov12053 Genome sequencing and assembly
158019;Eukaryota;Mollusca;Cephalopoda;Sepiida;Sepiidae;Sepia;Sepia pharaonis;GENOME_GFF;GCA_903632075.2;NINGBO UNIVERSITY;China;Asia;Asia;global_south;Contig;1896895;6,28;SPHA1.1;;SPECIES;species;4845555665;9,69;26.11.20;N/A;none;2021_January;Pharaoh cuttlefish, Sepia pharaonis, genome reveals more camouflage genes
6613;Eukaryota;Mollusca;Cephalopoda;Sepiida;Sepiolidae;Euprymna;Euprymna scolopes;;GCA_004765925.1;University of Hawaii at Manoa;USA;North America;North America;global_north;Scaffold;3558;3,55;PBRC_Esco_1.0;;SPECIES;species;5280013996;9,72;09.04.19;Illumina GAIIx;short;2021_January;Euprymna scolopes isolate:PROMET0715V01 Genome sequencing and assembly
256136;Eukaryota;Mollusca;Cephalopoda;Teuthida;Architeuthidae;Architeuthis;Architeuthis dux;;GCA_006491835.1;CIIMAR - Interdisciplinary Centre of Marine and Environmental Research;Portugal;Europe;Europe;global_north;Scaffold;5397;3,73;UP_Adux;giant squid;SPECIES;species;2693618964;9,43;26.06.19;"Illumina HiSeq; Chicago and Dovetail Hi-C";long;2021_January;Giant Squid Genome
6625;Eukaryota;Mollusca;Cephalopoda;Teuthida;Enoploteuthidae;Watasenia;Watasenia scintillans;;GCA_015471945.1;Oki marine biological station, Education and Research Center for Biological Resources, Faculty of Life and Environmental Science, Shimane University;Japan;Asia;Asia;global_north;Contig;1283;3,11;Wsci_v1.0;sparkling enope;SPECIES;species;649175396;8,81;09.11.20;Illumina HiSeq1500/2500;short;2021_January;Genome and transcriptomic analyses of Watasenia scintillans, the enope squid
6500;Eukaryota;Mollusca;Gastropoda;Aplysiida;Aplysiidae;Aplysia;Aplysia californica;GENOME_GFF;GCF_000002075.1;Broad Institute;USA;North America;North America;global_north;Scaffold;9584;3,98;AplCal3.0;California sea hare;SPECIES;species;927296314;8,97;15.05.13;Illumina Hi-Seq;short;2021_January;Genome sequencing for Aplysia californica
500758;Eukaryota;Mollusca;Gastropoda;Architaenioglossa;Ampullariidae;Lanistes;Lanistes nyassanus;;GCA_004794575.1;Hong Kong Baptist University;China;Asia;Asia;global_south;Scaffold;25785;4,41;ASM479457v1;;SPECIES;species;507389202;8,71;15.04.19;Illumina HiSeq;short;2021_January;Lanistes nyassanus isolate:A2010 Genome sequencing and assembly
75126;Eukaryota;Mollusca;Gastropoda;Architaenioglossa;Ampullariidae;Marisa;Marisa cornuarietis;;GCA_004794655.1;Hong Kong University of Science and Technology;China;Asia;Asia;global_south;Contig;4359112;6,64;Mca_v2.0.fa;;SPECIES;species;535287142;8,73;15.04.19;"Illumina NovaSeq; Oxford Nanopore MiniION";long;2021_January;Marisa cornuarietis isolate:Mco_HKBU_01 Genome sequencing and assembly
400727;Eukaryota;Mollusca;Gastropoda;Architaenioglossa;Ampullariidae;Pomacea;Pomacea canaliculata;GENOME_GFF;GCF_003073045.1;Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences;China;Asia;Asia;global_south;Chromosome;1072857;6,03;ASM307304v1;;SPECIES;species;440143917;8,64;11.05.18;"Illumina HiSeq; PacBio";long;2021_January;Pomacea canaliculata isolate:SZHN2017 Genome sequencing and assembly
1245466;Eukaryota;Mollusca;Gastropoda;Architaenioglossa;Ampullariidae;Pomacea;Pomacea maculata;;GCA_004794325.1;Hong Kong Baptist University;China;Asia;Asia;global_south;Scaffold;75997;4,88;ASM479432v1;;SPECIES;species;432264763;8,64;15.04.19;Illumina HiSeq;short;2021_January;Pomacea maculata Genome sequencing and assembly
36097;Eukaryota;Mollusca;Gastropoda;Lepetellida;Haliotidae;Haliotis;Haliotis laevigata;;GCA_008038995.1;CSIRO;Australia;Oceania;Oceania;global_north;Scaffold;3353;3,53;Hlaev_1.0;greenlip abalone;SPECIES;species;1762655385;9,25;20.08.19;Illumina HiSeq;short;2021_January;Sequencing Greenlip Abalone
36100;Eukaryota;Mollusca;Gastropoda;Lepetellida;Haliotidae;Haliotis;Haliotis rubra;;GCA_003918875.1;Deakin University;Australia;Oceania;Oceania;global_north;Scaffold;1177711;6,07;ASM391887v1;blacklip abalone;SPECIES;species;1378265264;9,14;07.12.18;"Oxford Nanopore MiniION; Illumina NovaSeq";long;2021_January;Haliotis rubra isolate:DU_JTF1 Genome sequencing and assembly
6454;Eukaryota;Mollusca;Gastropoda;Lepetellida;Haliotidae;Haliotis;Haliotis rufescens;;GCA_003343065.1;Iowa State University;USA;North America;North America;global_north;Scaffold;283651;5,45;H.ruf_v1.0;red abalone;SPECIES;species;1498683185;9,18;27.07.18;"PacBio; Illumina HiSeq";long;2021_January;Haliotis rufescens isolate:Redab-CP-2226-F Genome sequencing and assembly
304850;Eukaryota;Mollusca;Gastropoda;Neogastropoda;Buccinidae;Babylonia;Babylonia areolata;;GCA_011634625.1;Fisheries and Technical, Economic College;Vietnam;Asia;SE Asia;global_south;Scaffold;5933;3,77;BA9_1.0;;SPECIES;species;1108395005;9,04;23.03.20;"Illumina NovaSeq; Oxford Nanopore MinION";long;2021_January;Whole genome assembly of the sea snail (Babylonia areolata)
89764;Eukaryota;Mollusca;Gastropoda;Neogastropoda;Conidae;Conus;Conus betulinus;;GCA_016801955.1;BGI-SZ;China;Asia;Asia;global_south;Scaffold;182638;5,26;ASM1680195v1;;SPECIES;species;3429626206;9,54;02.02.21;PacBio Sequel;long;2021_June;Conus betulinus isolate:CN-2020 Genome sequencing and assembly
117992;Eukaryota;Mollusca;Gastropoda;Neogastropoda;Conidae;Conus;Conus ventricosus;;GCA_018398815.1;Museo Nacional de Ciencias Naturales (CSIC);Spain;Europe;Europe;global_north;Chromosome;114325;5,06;ASM1839881v1;;SPECIES;species;3592060885;9,56;25.05.21;PacBio Sequel II;long;2021_June;Lautoconus ventricosus genome sequencing and assembly
1912881;Eukaryota;Mollusca;Gastropoda;Neogastropoda;Nassariidae;Anentome;Anentome helena;;GCA_009936545.1;IRIDIAN GENOMES;USA;North America;North America;global_north;Scaffold;56088;4,75;ASM993654v1;;SPECIES;species;1720191841;9,24;27.01.20;Illumina;short;2021_January;Anentome helena
480380;Eukaryota;Mollusca;Gastropoda;Neogastropoda;Raphitomidae;Phymorhynchus;Phymorhynchus buccinoides;;GCA_017654935.1;BGI;China;Asia;Asia;global_south;Contig;336037;5,53;ASM1765493v1;;SPECIES;species;2114589556;9,33;31.03.21;"Illumina NovaSeq; PacBio Sequel";long;2021_June;Phymorhynchus buccinoides isolate:individual Genome sequencing and assembly
2605667;Eukaryota;Mollusca;Gastropoda;Stylommatophora;Achatinidae;Achatina;Achatina immaculata;;GCA_009760885.1;Agricultural Genomics Institute at Shenzhen;China;Asia;Asia;global_south;Chromosome;3802429;6,58;ASM976088v1;;SPECIES;species;1653153977;9,22;17.12.19;"Illumina; PacBio RSII";long;2021_January;Genome Project of Achatina immaculata
100452;Eukaryota;Mollusca;Gastropoda;Stylommatophora;Geomitridae;Candidula;Candidula unifasciata;GENOME_GFF;GCA_905116865.2;Senckenber Biodiversity and Climate Research Centre Frankfurt;Germany;Europe;Europe;global_north;Scaffold;246413;5,39;CUNI_anot_genome.v2;;SPECIES;species;1356663438;9,13;16.05.21;N/A;none;2021_June;Draft genome assembly for the land snail Candiudla unifasciata (Gastropoda: Geomitride)
28835;Eukaryota;Mollusca;Gastropoda;Stylommatophora;Helicidae;Cepaea;Cepaea nemoralis;;GCA_014155875.1;Naturalis Biodiversity Center;Netherlands;Europe;Europe;global_north;Scaffold;330079;5,52;NBC_Cnem_1.0;banded wood snail;SPECIES;species;3490924927;9,54;11.08.20;PacBio Sequel;long;2021_January;Cepaea nemoralis whole genome sequencing
370345;Eukaryota;Mollusca;Gastropoda;;Batillariidae;Batillaria;Batillaria attramentaria;GENOME_GFF;GCA_018292915.1;Ewha Womans University;South Korea;Asia;Asia;global_north;Contig;1290776;6,11;EWHU_Batt_1.0;;SPECIES;species;717569005;8,86;06.05.21;PacBio Sequel;long;2021_June;Batillaria attramentaria Genome sequencing and assembly
225164;Eukaryota;Mollusca;Gastropoda;;Lottiidae;Lottia;Lottia gigantea;GENOME_GFF;GCF_000327385.1;DOE Joint Genome Institute;USA;North America;North America;global_north;Scaffold;96027;4,98;Helro1;owl limpet;SPECIES;species;359505668;8,56;20.12.12;Sanger;short;2021_January;Lottia gigantea
6523;Eukaryota;Mollusca;Gastropoda;;Lymnaeidae;Lymnaea;Lymnaea stagnalis;;GCA_900036025.1;BANG;United Kingdom;Europe;Europe;global_north;Contig;5751;3,76;v1.0;great pond snail;SPECIES;species;833229131;8,92;25.03.16;N/A;none;2021_January;Lymnaea stagnalis chirality study
52793;Eukaryota;Mollusca;Gastropoda;;Lymnaeidae;Radix;Radix auricularia;;GCA_002072015.1;Senckenberg Gesellschaft - Biodiversity and Climate research center;Germany;Europe;Europe;global_north;Scaffold;24354;4,39;ASM207201v1;;SPECIES;species;909750324;8,96;10.05.17;Illumina HiSeq;short;2021_January;Radix auricularia Genome sequencing and assembly
216257;Eukaryota;Mollusca;Gastropoda;;Peltospiridae;Chrysomallon;Chrysomallon squamiferum;;GCA_012295275.1;Hong Kong University of Science and Technology;China;Asia;Asia;global_south;Chromosome;1883489;6,27;Csq_v1.1.fa;scaly-foot gastropod;SPECIES;species;404610835;8,61;15.04.20;"Illumina NovaSeq; Oxford Nanopore MiniION";long;2021_January;Chrysomallon squamiferum Genome sequencing and assembly
2038759;Eukaryota;Mollusca;Gastropoda;;Peltospiridae;Dracogyra;Dracogyra subfuscus;;GCA_016106625.1;Hong Kong University of Science and Technology;China;Asia;Asia;global_south;Scaffold;4083;3,61;ASM1610662v1;;SPECIES;species;1161245404;9,06;17.12.20;Illumina NovaSeq;short;2021_January;Dracogyra subfuscus isolate:Dsu01 Genome sequencing and assembly
1735272;Eukaryota;Mollusca;Gastropoda;;Peltospiridae;Gigantopelta;Gigantopelta aegis;;GCA_016097555.1;Hong Kong University of Science and Technology;China;Asia;Asia;global_south;Chromosome;461769;5,66;Gae_host_genome;;SPECIES;species;1149605642;9,06;16.12.20;"Illumina NovaSeq; PacBio Sequel; Hi-C";long;2021_January;Holobiont genome of Gigantopelta aegis living in hydrothermal vent
109671;Eukaryota;Mollusca;Gastropoda;;Physidae;Physella;Physella acuta;;GCA_004329575.1;University of New Mexico;USA;North America;North America;global_north;Scaffold;1333;3,12;ASM432957v1;;SPECIES;species;764480513;8,88;06.03.19;Illumina NextSeq;short;2021_January;Physella acuta isolate:A Genome sequencing and assembly
188477;Eukaryota;Mollusca;Gastropoda;;Plakobranchidae;Elysia;Elysia chlorotica;GENOME_GFF;GCA_003991915.1;BGI;China;Asia;Asia;global_south;Scaffold;30474;4,48;ElyChl2.0;eastern emerald elysia;SPECIES;species;557480303;8,75;04.01.19;"Illumina; PacBio";long;2021_January;Elysia chlorotica Genome sequencing and assembly
6526;Eukaryota;Mollusca;Gastropoda;;Planorbidae;Biomphalaria;Biomphalaria glabrata;other: GCF_000457365.1;GCA_014524965.1;Oregon State University;USA;North America;North America;global_north;Contig;2598223;6,41;ASM1452496v1;bloodfluke planorb;SPECIES;species;852019028;8,93;11.09.20;PacBio Sequel;long;2021_January;PacBio assemblies of Biomphalaria glabrata snails derived from lab strain 1316-R1
1491186;Eukaryota;Mollusca;Gastropoda;;Provannidae;Alviniconcha;Alviniconcha marisindica;;GCA_018857735.1;HKUST;Hong Kong;Asia;Asia;global_south;Contig;727552;5,86;ASM1885773v1;;SPECIES;species;829610088;8,92;11.06.21;"PacBio Sequel; Oxford Nanopore MinION";long;2021_June;The hologenome and holotranscriptome sequencing of a vent snail Alviniconcha marisindica
61363;Eukaryota;Mollusca;Polyplacophora;Chitonida;Chitonidae;Acanthopleura;Acanthopleura granulata;;GCA_016165875.1;University of Alabama;USA;North America;North America;global_north;Scaffold;1098986;6,04;ASM1616587v1;;SPECIES;species;606536932;8,78;21.12.20;"Illumina HiSeq; Oxford Nanopore GridION";long;2021_January;Acanthopleura granulata genome sequence, assembly, and annotation
538668;Eukaryota;Nematoda;Chromadorea;Plectida;Plectidae;Plectus;Plectus murrayi;;GCA_004785735.1;Brigham Young Universty;USA;North America;North America;global_north;Scaffold;5638;3,75;ASM478573v1;;SPECIES;species;225713687;8,35;12.04.19;Illumina;short;2021_January;Plectus murrayi Genome sequencing and assembly
2011161;Eukaryota;Nematoda;Chromadorea;Plectida;Plectidae;Plectus;Plectus sambesii;;GCA_002796945.1;MRC London Institute of Medical Sciences - Imperial College London;United Kingdom;Europe;Europe;global_north;Scaffold;22816;4,36;Psam_v1.0;;SPECIES;species;186672612;8,27;28.11.17;Illumina HiSeq;short;2021_January;Plectus sambesii isolate:ES601 Genome sequencing and assembly
114890;Eukaryota;Nematoda;Chromadorea;Rhabditida;Alloionematidae;Rhabditophanes;Rhabditophanes sp. KR3021;;GCA_000944355.1;WTSI;United Kingdom;Europe;Europe;global_north;Contig;349941;5,54;Rhabditophanes_sp_KR3021;;SPECIES;species;47267908;7,67;24.09.14;N/A;none;2021_January;"Genomic assembly of nematode Rhabditophanes.sp, as part of the 50 Helminth Genomes Initiative; sequencing of the parasitic worms that have the greatest impact on human, agricultural and veterinary disease and cause significant global health issues particularly in the developing world, or those used as model organisms."
166010;Eukaryota;Nematoda;Chromadorea;Rhabditida;Anguinidae;Ditylenchus;Ditylenchus destructor;;GCA_001579705.1;Huazhong Agricultural University;China;Asia;Asia;global_south;Scaffold;84231;4,93;ASM157970v1;;SPECIES;species;111138200;8,05;03.03.16;"Illumina HiSeq; PacBio";long;2021_January;Ditylenchus destructor Genome sequencing and assembly
166011;Eukaryota;Nematoda;Chromadorea;Rhabditida;Anguinidae;Ditylenchus;Ditylenchus dipsaci;;GCA_004194705.1;Agriculture and Agri-Food Canada;Canada;North America;North America;global_north;Scaffold;246852;5,39;D.dipsaci.v1.0;;SPECIES;species;227234012;8,36;14.02.19;"PacBio RSII; Illumina HiSeq";long;2021_January;Draft genome of Ditylenchus dipsaci (stem and bulb nematode)
1120120;Eukaryota;Nematoda;Chromadorea;Rhabditida;Anguinidae;Subanguina;Subanguina moxae;;GCA_000981365.1;Faculty of medicine, University of Miyazaki;Japan;Asia;Asia;global_north;Scaffold;12136;4,08;SAMX_assembly v0.8;;SPECIES;species;90131014;7,95;02.04.15;Illumina HiSeq;short;2021_January;Subanguina moxae genome assembly
